,28/08/19,29/08/19,30/08/19,31/08/19,01/09/19,02/09/19,03/09/19,04/09/19,05/09/19,06/09/19,07/09/19,08/09/19,09/09/19,10/09/19,11/09/19,12/09/19
hanood.1,7.245992357464252,7.409672104680333,7.171282567792921,7.059294145127358,6.989285318777706,7.2071681384546595,6.655675242581496,7.880537077591337,7.853795575358869,7.611000820990928,7.140977910693435,7.161278201164762,6.834954894274824,6.951760584276963,6.884126183891153,6.788156042189371
ibrahimo.1,9.283827514726848,10.404331141739803,10.12311554284769,9.627491491748534,9.900547978065601,10.820955185347925,10.444168189451226,9.668990037173785,9.311385424627588,9.505744696967081,8.71698134587832,8.835099319582797,7.9662493203960025,8.067783636883412,8.50116946009037,8.36650887649643
mjomba.1,8.00984116882189,8.124911982089806,7.572509129766612,8.007853400058327,8.052166581100815,7.758533269564735,7.866397981972688,7.396373832498203,7.169067625295485,7.518351300183721,8.315129215626111,7.812056960157284,8.488048238231352,8.311414053970354,7.578523858617299,8.242977018529661
m_3rimi,9.19507375219985,9.438478631823475,9.012739594819724,9.273934034920487,8.598345770307906,8.289222014410493,8.30169245551212,8.157749645746598,9.920253832664507,8.96799968713112,8.112833575589482,7.985226913539171,8.308805571375268,12.718593367431541,10.354339303358039,9.873877854270397
alnoufali_7,0.0,8.952785464452813,10.285205845912609,11.12927250918538,10.371373959156799,11.234848339502593,10.325516369505618,10.210150007977,10.15319472145735,10.21866677511559,10.352699880191429,11.511422465018901,9.927985793201438,10.03522967474356,9.801338100879672,10.862903436172047
salahzadjali,5.337315899630864,4.919334446755316,5.044713583170768,4.661741436415349,4.743637050860347,4.819586630755491,4.661741436415349,4.870648462011766,4.673840530006787,4.611895828351611,4.880568535710383,4.743637050860347,4.661741436415349,4.709320535873915,5.141387799488881,4.909776755310803
ramoos.2,8.838478592584678,8.815051411239917,8.543159182513845,8.46420032943379,8.4137976169083,8.183297536153061,7.881659996088976,8.959017998120105,9.116530389215516,8.594945085140589,8.279291079154405,9.668684843507643,9.867418363976807,0.0,10.215473561343996,10.28841866203727
malizy.99,6.017084374895338,5.908298563060263,5.73581713946359,6.3064299283744205,5.897145065601442,6.200088788307946,5.744502334034396,5.727059264595565,5.9193344467553155,8.432196939027158,7.030585274497469,6.07226465530244,5.4171509504265565,5.6399865829569,5.2439301697243215,5.770133654450022
muntherr_93,6.053119732295475,8.479842358307005,7.3892117177069165,6.734138614742279,6.452479335874818,7.577773905206922,7.494254458101948,7.347985208159948,7.467090937211133,7.803626627373475,7.031849999653674,7.1910088888712895,6.68952438681576,6.943541484917724,6.703455506853635,6.891378880549821
hmaky128,7.6805863205836875,7.4770503456565045,7.372915472432761,8.116875219511684,0.0,7.403487266439009,8.418175830602406,7.8363621915815385,7.2490780401105885,0.0,7.077601782925473,6.708632235987615,6.328937461207107,6.405258095862173,6.463415275918991,6.353390908706673
mohamed_almukhaini,10.582606563455645,10.54029453435079,10.161232953741342,11.20092816504777,10.582479092238168,11.16082223511585,11.078119951470681,10.678321865409215,10.233361865013872,10.667525862282448,10.490461874728515,10.72210021166535,10.37800761869682,10.32763266077384,10.184610910146542,10.549237098186525
hazzamashen,8.78186901318781,10.022682054623251,8.887256586642051,9.313958933972065,9.451831648014151,8.484584368863949,8.27274644904622,8.382973924767311,8.154295649412141,8.240192025600969,8.28312182991531,8.662009407102609,8.30656454281147,8.083633845384531,8.071534751793095,7.488551120066673
hala_al_balushi,5.774345168943822,4.732322779157505,3.6905476569303746,3.659304741625656,0.0,7.81684397794604,6.065921848376128,7.265383101193659,6.6169434943249055,7.059294145127358,6.188835347198244,5.368746488196983,5.855200802373638,4.94749470905249,3.593873440612261,7.65022912479598
marvatnaserofficial,9.282651108882147,8.880580289050679,8.56645963350408,8.635041670760662,7.725835628819228,7.624719291890418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
najl.94,0.0,7.021689143729355,6.933870235136447,6.280840390968658,6.2704267733139964,6.251949825360523,6.872416300167589,6.775314654830099,6.773698345722123,6.5649417798088745,0.0,6.915668733937924,6.622565136880695,6.708632235987615,6.6206946092345875,6.222239031826416
fadwasalam,10.19395332392494,9.724648060446203,9.479866731202344,9.311242266164962,9.278966294360123,9.363326228510784,8.967800929189323,9.11911385125166,8.669173110662909,8.417503450277707,8.491500680808455,8.247338517296486,7.913166952503776,7.377467719450944,7.185566547228843,6.972030293529372
thenaeema,8.336420892270182,10.41714918277189,9.634453113467378,9.421093090731075,9.167189774806616,8.868410850311214,8.595796292946272,8.327296510678257,8.150396228856843,8.35942313555377,8.093763409138273,8.128907337718262,8.183297536153061,8.633948372213185,8.054072016200482,7.407025934017995
tajn00r,6.875356077211259,6.734138614742279,6.461237210742843,6.635566048657529,6.781755044012672,6.85460208385651,6.680722316937513,6.308954802794228,6.219495753874576,0.0,6.518510098445068,6.684252033401079,6.177459583680736,6.027035891455932,0.0,6.197286751990485
hoori1992,6.936642580967952,6.730773467343252,6.3038989478436624,5.933870235136447,5.803360570234027,7.17238828362678,6.557013257499819,6.725705370565354,6.148467149635596,6.4144184163953755,6.280840390968658,6.219495753874576,5.695816349290846,6.020412072259852,5.958831962121826,5.560588527423891
wani_daily,6.6169434943249055,6.59606853329102,6.781755044012672,6.839521708529621,6.63001399351753,6.370174589313822,6.780148658525536,6.768834386822695,6.478536115991159,6.436974460593376,0.0,0.0,0.0,0.0,0.0,0.0
amal.almaqbali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oman_events,10.110317279868083,9.978752604686001,8.63230627992118,6.900016288086561,9.230617746324121,8.98456202127809,8.442098242201979,9.548491138155374,9.203200866799454,7.618964995940107,9.718068943292923,9.131766420897138,9.002021257425133,7.495878290761926,5.8744750108429065,0.0
oman.news,0.0,0.0,9.03795005918089,9.744708695388672,0.0,10.964815021488002,0.0,7.5649417798088745,0.0,9.283092416052673,11.346218802994045,9.525529473169145,10.618070990340126,8.750050368998842,11.022972201544821,10.362917495859858
news.oman,9.507882473346937,6.657484335407766,10.436868276529408,9.126996933751899,0.0,9.114113390590665,8.204533417681434,0.0,0.0,8.64861239954234,7.252154651653259,0.0,9.635608894854194,9.589889071584299,0.0,0.0
insta__oman,7.578523858617299,0.0,9.76457771761868,10.235258344272323,7.0666556756396135,0.0,0.0,0.0,8.982015883742251,11.256471828698857,8.937346800284452,0.0,0.0,8.204533417681434,11.596047351600701,10.306717191093677
be4_and_after_om,8.987687249250039,9.904210270171175,10.112982657443728,10.21057446521366,10.308430191192121,9.734153142433136,8.723277598411045,10.182620305762494,10.081501749632992,9.461921752368799,8.708357196751823,8.816430581137814,9.250226000264956,9.068722676820252,8.498371585423968,10.343182975008691
alialhabsi,5.677535361521109,6.121668987208105,7.965731605847035,8.027563209324454,7.061753746587061,6.478536115991159,5.976304153228538,5.8629531336684755,7.1466564918493525,6.745832143539105,5.885871420436886,5.9302551713022424,5.778539803574727,5.807440731111164,5.770133654450022,5.374920901028866
shihabalhabsi_,4.532372022149854,5.6351968265900565,6.2962690724501025,5.731447363013283,5.222786825578464,4.974917062317209,5.393228538826983,4.00690270787825,0.0,4.983900464594662,4.928805642068584,4.880568535710383,5.193914375476062,4.974917062317209,4.754830311990191,4.415967728209628
